name_indo,name_hanzi,name_pinyin,road,gps_lat,gps_lon,address,ref_no,id,num_images,region
CETIYA LIM PAK KUNG,林伯公壇(海望),Lin Bo Gong Tan (Hai Wang),MUARA KUALA,0.920286111111111,108.96606944444444,"Kawasan Terminal Induk, RT 14/05 Kelurahan Sei. Wie",,T33,,Tengah (Central)
VIHARA NAM TEU SEN KIUN,南斗星君廟(頭條港),Nan Dou Xing Jun Miao (Tou Tiao Gang),SEI. WIE,0.9236333333333333,108.98929444444444,"Jl. Tani Gg. Setia Negara, RT 03/01 Kelurahan Sei. Wie",,T34,,Tengah (Central)
CETIYA SAM THAI THIAN BONG,三大天王壇(頭條港),San Da Tian Wang Tan (Tou Tiao Gang),SEI. WIE,0.9225138888888889,108.98978611111112,"Jl. Cempaka, RT 03/01 Kelurahan Sei. Wie",,T35,,Tengah (Central)
CETIYA THAI PAK KUNG KUNG,大伯公公壇(頭條港),Da Bo Gong Gong Tan (Tou Tiao Gang),SEI. WIE,0.926611111111111,108.99138055555555,"Jl. Cempaka, RT 03/01 Kelurahan Sei. Wie",,T36,,Tengah (Central)
VIHARA SAM CHIN MIAU / FAB ZHU KUNG,三清庙/法主公(莲堂路),San Qing Miao / Fa Zhu Gong (Lian Tang Lu),JL. P. NATUNA,0.9018027777777778,108.99178888888889,"Jl. P. Natuna Gg. Sinar No.81, RT 14.06 Kelurahan Pasiran",,T37,,Tengah (Central)
CETIYA KON JIM FUT MU,观音佛母坛(莲堂路),Guan Yin Fo Mu Tan (Lian Tang Lu),JL. P. NATUNA,0.9062694444444445,108.99236666666667,"Jl. Pasar Turi, RT 08/04 Kelurahan Pasiran",,T38,,Tengah (Central)
CETIYA SIAN KIUNG MIAU FAB,仙宮妙法(井斗厂),Xian Gong Miao Fa (Jing Dou Chang),JL. P. NATUNA,0.8973944444444444,108.98883055555555,"Jl. P. Natuna, RT 21/08 Kelurahan Pasiran",,T39,,Tengah (Central)
CETIYA CONG THIAN SHI,張天师庙(公司山),Zhang Tian Shi Miao (Gong Si Shan),JL. P. NATUNA,0.9000666666666667,108.994775,"Jl. P. Natuna Gg. Sukses, RT 16/06 Kelurahan Pasiran",,T40,,Tengah (Central)
CETIYA FAB SHI MIAU,法师庙(公司山),Fa Shi Miao (Gong Si Shan),JL. P. NATUNA,0.8999111111111111,108.99471944444444,"Jl. P. Natuna Gg. Sukses, RT 16/06 Kelurahan Pasiran",,T41,,Tengah (Central)
VIHARA METTA KARUNA DHARMA SUCI,法妙坛(公司山),Fa Miao Tan (Gong Si Shan),JL. P. NATUNA,0.9001361111111111,108.99432222222222,"Jl. P. Natuna Gg. Sukses, RT 16/06 Kelurahan Pasiran",,T42,,Tengah (Central)
CETIYA HO SAN FUT FAB KI KIUN THONG,和善佛法济君坛(公司山),He Shan Fo Fa Ji Jun Tan (Gong Si Shan),JL. P. NATUNA,0.9002388888888889,108.99613611111111,"Jl. P. Natuna, RT 16/06 Kelurahan Pasiran",,T43,,Tengah (Central)
CETIYA THU THI PAK KUNG,土地伯公坛(公司山),Tu Di Bo Gong Tan (Gong Si Shan),JL. P. NATUNA,0.8959833333333334,108.99388611111111,"Jl. P. Natuna, RT 24/10 Kelurahan Pasiran",,T44,,Tengah (Central)
VIHARA LIAN THONG SHUI KHEU PAK KUNG,水口伯公庙(芒桔头),Shui Kou Bo Gong (Mang Jie Tou),KAMPUNG MANGGIS,0.8956611111111111,108.99600555555556,"Jl. P. Natuna, RT 24/10 Kelurahan Pasiran",,T45,,Tengah (Central)
CETIYA NG FU MIAU,五虎庙(芒桔头),Wu Hu Miao (Mang Jie Tou),KAMPUNG MANGGIS,0.8955722222222222,108.99591666666667,"Jl. P. Natuna, RT 24/10 Kelurahan Pasiran",,T46,,Tengah (Central)
CETIYA SAM CHIN KIUNG,三清宮(芒桔头),Shan Qing Gong (Mang Jie Tou),KAMPUNG MANGGIS,0.8948194444444444,108.99553333333334,"Jl. P. Natuna, RT 24/10 Kelurahan Pasiran",,T47,,Tengah (Central)
CETIYA THAI PAK KUNG KUNG,大伯公公庙,Da Bo Gong Gong Miao,KAWASAN PEMAKAMAN NYI BU SAN,0.8916444444444445,108.995025,"Jl. P. Natuna, RT 24/10 Kelurahan Pasiran",,T48,,Tengah (Central)
CETIYA MU JAN PAK KONG,墓园伯公庙,Mu Yuan Bo Gong Miao,KAWASAN PEMAKAMAN NYI BU SAN,0.8934361111111111,108.9951138888889,"Jl. P. Natuna, RT 24/10 Kelurahan Pasiran",,T49,,Tengah (Central)
VIHARA MU PUN THO THONG,务本道堂(志师坛),Mu Ben Dao Tang (Zhi Shi Tan),JL. BURHANI,0.8901527777777778,108.98850277777778,"Jl. Kridasana Gg. 70 No.32, RT 26/10 Kelurahan Pasiran",,T50,,Tengah (Central)
CETIYA CHIP TET KIUNG,集德宮(志师坛),Ji De Gong (Zhi Shi Tan),JL. BURHANI,0.890925,108.98969166666667,"Jl. Kridasana Gg. Tujuh Puluh, RT 24/10 Kelurahan Pasiran",,T51,,Tengah (Central)
CETIYA SAM CHIN KIUNG,三清宮(志师坛),Shan Qing Gong (Zhi Shi Tan),JL. BURHANI,0.8908166666666666,108.9924861111111,"Jl. Kridasana Gg. Tujuh Puluh, RT 24/10 Kelurahan Pasiran",,T52,,Tengah (Central)
CETIYA THAI PAK KUNG,大伯公庙(志师坛),Da Bo Gong Miao (Zhi Shi Tan),JL. BURHANI,0.8908138888888889,108.99241944444445,"Jl. Kridasana Gg. Tujuh Puluh, RT 24/10 Kelurahan Pasiran",,T53,,Tengah (Central)
CETIYA LIUK LIUK KONG SEN,六六罡星(志师坛),Liu Liu Gang Xing (Zhi Shi Tan),JL. BURHANI,0.8917361111111111,108.99364166666666,"Jl. Kridasana Gg. Tujuh Puluh, RT 24/10 Kelurahan Pasiran",,T54,,Tengah (Central)
CETIYA SAM CHIN FAB THAN,三清法坛(志师坛),Shan Qing Fa Tan (Zhi Shi Tan),JL. BURHANI,0.8911722222222221,108.99348055555555,"Jl. Kridasana Gg. Tujuh Puluh, RT 24/10 Kelurahan Pasiran",,T55,,Tengah (Central)
VIHARA SAK CHI KIUNG,石慈官(运动场),Shi Ci Gong (Yun Dong Chang),JL. KRIDASANA,0.8870833333333333,108.98347777777778,"Jl. Kridasana Gg. Karya II No.79, RT 28/11 Kelurahan Pasiran",,T56,,Tengah (Central)
CETIYA FUNG MIAN CIONG KIUN,紅面將军(运动场),Hong Mian Jiang Jun (Yun Dong Chang),JL. KRIDASANA,0.8935361111111111,108.98638611111112,"Jl. Kridasana Gg. Karya I, RT 52/11 Kelurahan Pasiran",,T57,,Tengah (Central)
CETIYA FUT SHIN KIUNG,佛神宮(运动场),Fo Shen Gong (Yun Dong Chang),JL. KRIDASANA,0.8936722222222222,108.98672777777777,"Jl. Kridasana Gg. Karya I, RT 52/11 Kelurahan Pasiran",,T58,,Tengah (Central)
CETIYA FA SAN LI FAB THAN,华山李法坛(运动场),Hua Shan Li Fa Tan (Yun Dong Chang),JL. KRIDASANA,0.8930222222222222,108.98575555555556,"Jl. Kridasana Gg. Karya I, RT 52/11 Kelurahan Pasiran",,T59,,Tengah (Central)
VIHARA THAI PAK KUNG / BUN BU NYIAN SAI,大伯公庙/文武元帅庙,Da Bo Gong Miao / Wen Wu Yuan Shuai,JL. KRIDASANA,0.8970472222222222,108.98787222222222,"Jl. Kridasana Gg. Setuju, RT 22/09 Kelurahan Pasiran",,T60,,Tengah (Central)
CETIYA FAB SHI THAN,法师坛,Fa Shi Tan,JL. KRIDASANA,0.897025,108.98724722222222,"Jl. Kridasana Gg. Makasar, RT 20/09 Kelurahan Pasiran",,T61,,Tengah (Central)
VIHARA TRIDHARMA PAK KUNG PAK PHO,大伯公庙(三叉路),Da Bo Gong Miao (San Cha Lu),JL. KRIDASANA,0.8952305555555555,108.9833388888889,"Jl. Pelita Gg. Lembah I No.32, RT 27/11 Kelurahan Pasiran",,T62,,Tengah (Central)
VIHARA DHARMA BUDDHA DHAMMA SAVANA,晋恩佛堂(三叉路),Jin En Fo Tang (San Cha Lu),JL. YOHANA GODANG,0.8985305555555555,108.98449444444445,"Jl. Yohana Godang No.57, RT 48/17 Kelurahan Pasiran",,T63,,Tengah (Central)
CETIYA LUI THIAN CU SHI,雷天祖师庙(三叉路),Lei Thian Zu Shi Miao (San Cha Lu),JL. STASIUN,0.9029583333333333,108.98818333333334,"Jl. Stasiun, RT 04/02 Kelurahan Pasiran",,T64,,Tengah (Central)
VIHARA TRIDHARMA BUMI RAYA,港尾大伯公庙(港尾),Gang Wei Da Bo Gong (Gang Wei),PASAR TURI,0.9052777777777778,108.99294722222223,"Jl. Pasar Turi No.21, RT 12/04 Kelurahan Pasiran",,T65,,Tengah (Central)
CETIYA THAI PAK KUNG KUNG,大伯公公庙(港尾肚),Da Bo Gong Gong Miao (Gang Wei Du),PASAR TURI DALAM,0.9016805555555556,108.996975,"Jl. Pasar Turi Dalam, RT 18/07 Kelurahan Pasiran",,T66,,Tengah (Central)
CETIYA THAI PAK KUNG,大伯公坛,Da Bo Gong Tan,Jl. SAMA-SAMA,0.9055583333333334,108.99085833333334,"Jl. Sama-sama, RT 09/05 Kelurahan Pasiran",,T67,,Tengah (Central)
CETIYA NYIAN SAI THONG,元帅堂,Yuan Shuai Tang,Jl. SAMA-SAMA 2,0.905,108.99116944444445,"Jl. Sama-sama 2 No.76, RT 09/04 Kelurahan Pasiran",,T68,,Tengah (Central)
VIHARA TRIDHARMA BUMI RAYA DEWI SAMUDERA,天后宫/天后圣母,Tian Hou Gong / Tian Hou Sheng Mu,JL. SAMAN BUJANG,0.9068666666666667,108.9873638888889,"Jl. Saman Bujang No.29, RT 11/03 Kelurahan Pasiran",,T69,,Tengah (Central)
VIHARA TRIDHARMA BUDI DHARMA,观音官,Guan Yin Gong,JL. GM. SITUT,0.9050694444444445,108.98986388888889,"Jl. GM. Situt, RT 07/02 Kelurahan Pasiran",,T70,,Tengah (Central)
VIHARA HIAN THIAN SONG TI,玄天上帝庙,Xian Tian Shang Di Miao,JL. GM. SITUT,0.9031972222222222,108.98845555555556,"Jl. GM. Situt, RT 04/02 Kelurahan Pasiran",,T71,,Tengah (Central)
VIHARA SHI THIAN FUT CU,西天佛祖庙,Xi Tian Fo Zu Miao,GUNUNG SARI,0.8899138888888889,108.97717222222222,"Jl. Gunung Sari Gg. Puncak sari, RT 30/12 Kelurahan Pasiran",,T72,,Tengah (Central)
CETIYA SAK KU THAI BONG,石古大王坛,Shi Gu Da Wang Tan,GUNUNG SARI,0.8927611111111111,108.97968888888889,"Jl. Gunung Bawang, RT 30/12 Kelurahan Pasiran",,T73,,Tengah (Central)
CETIYA THAI PAK KUNG KUNG,大伯公坛,Da Bo Gong Tan,GUNUNG SARI,0.886925,108.98122222222223,"Jl. Taman Gunung Sari, RT 28/11 Kelurahan Pasiran",,T74,,Tengah (Central)
CETIYA KON JIM KIUNG,观音官(石角),Guan Yin Gong (Shi Jiao),JL. A. YANI / SAKKOK,0.8919388888888888,108.96538333333334,"Jl. A. Yani No.24, RT 33/14 Kelurahan Pasiran",,T75,,Tengah (Central)
CETIYA FAB SHI KUNG KUNG,法師公公壇(長沙吧),Fa Shi Gong Gong Tan (Zhang Sha Ba),PASIR PANJANG,0.8502777777777778,108.88694444444445,"Jl. Pasir Panjang Pak Lotay, RT 64/10 Kelurahan Sedau",,S1,,Selatan (South)
CETIYA FUK SHIN BONG KIUNG,福聖王宮(锅麻港),Fu Sheng Wang Gong (Guo Ma Gang),BOKMAKONG - PASIR PANJANG,0.8352777777777778,108.89777777777779,"Jl. Raya Pasir Panjang (Bokmakong), RT 65/10 Kelurahan Sedau",,S2,,Selatan (South)
VIHARA SHIN TET KIUNG,聖德宮(禮朗),Sheng De Gong (Li Lang),GUNUNG BESI - LIRANG,0.8402777777777778,108.91527777777779,"Jl. Lirang Proyek, RT 49/08 Kelurahan Sedau",,S3,,Selatan (South)
VIHARA DHARMA BUDDHA MAITREYA,彌勒大道仁中佛堂(禮朗),Mi Le Da Dao Ren Zhong Fo Tang (Li Lang),GUNUNG BESI - LIRANG,0.8380555555555556,108.91722222222222,"Jl. Lirang Proyek, RT 50/08 Kelurahan Sedau",,S4,,Selatan (South)
VIHARA FUK BONG KIUNG,福王宮(禮朗),Fu Wang Gong (Li Lang),GUNUNG BESI - LIRANG,0.7702777777777778,108.905,"Jl. Lirang Proyek, RT 53/08 Kelurahan Sedau",,S5,,Selatan (South)
VIHARA FUT FAB KIUNG,佛法宮(禮朗),Fo Fa Gong (Li Lang),GUNUNG BESI - LIRANG,0.8400000000000001,108.91805555555555,"Jl. Pendidikan (Lirang Proyek), RT 50/08 Kelurahan Sedau",,S6,,Selatan (South)
VIHARA FAB CHIN MIAU,法清廟(礼朗),Fa Qing Miao (Li Lang),GUNUNG BESI (LIRANG),0.8477777777777779,108.91972222222223,"Jl. Gunung Besi Raya, RT 48/08 Kelurahan Sedau",,S7,,Selatan (South)
VIHARA FUK TET KIUNG / KON THIAN PAK KUNG,福德宮/官田伯公(禮朗),Fu De Gong / Guan Tian Bo Gong (Li Lang),GUNUNG BESI - LIRANG,0.8530555555555556,108.9238888888889,"Jl. Telkom Gunung Besi, RT 47/08 Kelurahan Sedau",38,S8,7,Selatan (South)
CETIYA SAK CIONG KIUN,石将宮(禮朗),Shi Jiang Gong (Li Lang),GUNUNG BESI - LIRANG,0.8497222222222223,108.92361111111111,"Jl. Telkom Gunung Besi, RT 47/08 Kelurahan Sedau",,S9,,Selatan (South)
VIHARA HONG DE,宏德佛堂(禮朗),Hong De Fo Tang (Li Lang),GUNUNG BESI - LIRANG,0.8533333333333333,108.92611111111111,"Jl. Sejahtera No.55, RT 46/08 Kelurahan Sedau",,S10,,Selatan (South)
CETIYA THO FAB SIU LIN,道法授靈壇(亜答港),Dao Fa Shou Ling Tan (Ya Da Gang),SEDAU,0.861111111111111,108.90444444444445,"Jl. Malindo Teluk Karang Gg. PDAM, RT 39/07 Kelurahan Sedau",,S11,,Selatan (South)
CETIYA LIN SAN KIUNG THONG,靈山宮堂(亜答港),Ling Shan Gong Tang (Ya Da Gang),SEDAU,0.86,108.9038888888889,"Jl. Malindo Teluk Karang Gg. PDAM, RT 39/07 Kelurahan Sedau",,S12,,Selatan (South)
VIHARA PET TI KIUNG,北帝宮(亜答港),Bei Di Gong (Ya Da Gang),SEDAU,0.8641666666666666,108.92694444444444,"Jl. Malindo Teluk Karang, RT 40/07 Kelurahan Sedau",36,S13,7,Selatan (South)
VIHARA SAM CHIN FAB JAN,三清法院(亜答港),San Qing Fa Yuan (Ya Da Gang),SEDAU,0.8694444444444445,108.92611111111111,"Jl. Malindo Teluk Karang No.01, RT 41/07 Kelurahan Sedau",37,S14,7,Selatan (South)
VIHARA KON JIM MIAU,觀音廟(亜答港),Guan Yin Miao (Ya Da Gang),SEDAU,0.8569444444444444,108.91777777777779,"Jl. Malindo Teluk Karang (Dalam), RT 40/07 Kelurahan Sedau",,S15,,Selatan (South)
VIHARA TRIDHARMA BUMI RAYA,大伯公廟(亜答港),Da Bo Gong Miao (Ya Da Gang),SEDAU,0.8658333333333333,108.92861111111111,"Jl. Raya Pasar Sedau, RT 36/06 Kelurahan Sedau",26,S16,12,Selatan (South)
VIHARA SAM SHIN KIUNG,三聖宮(亜答港),San Sheng Gong (Ya Da Gang),SEDAU,0.8652777777777777,108.92888888888889,"Jl. Raya Pasar Sedau, RT 36/06 Kelurahan Sedau",25,S17,6,Selatan (South)
VIHARA TRIDHARMA BUMI RAYA,石狮大伯公廟(鹽町),Shi Shi Da Bo Gong Miao (Yan Ting),JALAN RAYA SEDAU,0.8702777777777778,108.93611111111112,"Jl. Raya Sedau, RT 30/06 Kelurahan Sedau",10,S18,8,Selatan (South)
VIHARA THAI PAK KUNG KUNG,大伯公公(鹽町),Da Bo Gong Gong (Yan Ting),KALIASIN LUAR,0.8711111111111112,108.94250000000001,"Jl. Pasar Kaliasin, RT 23/04 Kelurahan Sedau",,S19,,Selatan (South)
VIHARA KON TI KIUNG,關帝宮(鹽町),Guan Di Gong (Yan Ting),KALIASIN,0.8708333333333333,108.94166666666668,"Jl. Kaliasin Dalam, RT 29/05 Kelurahan Sedau",,S20,,Selatan (South)
CETIYA CHIANG FA THAI CI MIAU,青华太子廟(鹽町肚),Qing Hua Tai Zi Miao (Yan Ting Du),KALIASIN DALAM,0.86,108.94333333333334,"Jl. Kaliasin Dalam Gg. Naca, RT 02/01 Kelurahan Sedau",,S21,,Selatan (South)
VIHARA THAI PAK KUNG,大伯公廟(鹽町肚),Da Bo Gong Miao (Yan Ting Du),KALIASIN DALAM,0.861111111111111,108.94472222222223,"Jl. Kaliasin Dalam, RT 25/05 Kelurahan Sedau",,S22,,Selatan (South)
VIHARA NACA HANG KIUNG (THAI CI SAN),哪吒行宮(鹽町肚-太子山),Na Zha Hang Gong (Yan Ting Du-Tai Zi Shan),KALIASIN DALAM,0.8622222222222222,108.94916666666667,"Jl. Kaliasin Dalam Gg. Kelenteng Naca, RT 26/05 Kelurahan Sedau",,S23,,Selatan (South)
CETIYA SAM KON MIAU,三官廟(鹽町肚),San Guan Miao (Yan Ting Du),KALIASIN DALAM,0.855,108.95444444444445,"Jl. Kaliasin Dalam Gg. Durian, RT 26/05 Kelurahan Sedau",,S24,,Selatan (South)
VIHARA THIAN LIN FAB KIUNG,天靈法宮(鹽町肚),Tian Ling Fa Gong (Yan Ting Du),(JONG THAI PAK KUNG) KALIASIN DALAM,0.8577777777777778,108.94777777777779,"Jl. Kaliasin Dalam, RT 26/05 Kelurahan Sedau",,S25,,Selatan (South)
VIHARA SI FONG PAK KUNG,西方伯公廟(鹽町肚),Xi Fang Bo Gong Miao (Yan Ting Du),KALIASIN DALAM,0.8572222222222222,108.94777777777779,"Jl. Kaliasin Dalam, RT 26/05 Kelurahan Sedau",,S26,,Selatan (South)
VIHARA FUK NUNG KIUNG / SUI KHEU PAK KUNG,福農宮/水口伯公(鹽町肚),Fu Nong Gong / Shui Kou Bo Gong (Yan Ting Du),KALIASIN DALAM,0.855,108.94611111111111,"Jl. Kaliasin Dalam, RT 27/05 Kelurahan Sedau",,S27,,Selatan (South)
CETIYA FAB MIN KIUNG,法民宮(鹽町肚),Fa Min Gong (Yan Ting Du),KALIASIN DALAM,0.8533333333333333,108.94583333333334,"Jl. Kaliasin Dalam, RT 27/05 Kelurahan Sedau",,S28,,Selatan (South)
VIHARA KON JIM MIAU,觀音廟(鹽町肚),Guan Yin Miao (Yan Ting Du),KALIASIN DALAM,0.8477777777777779,108.9575,"Jl. Kaliasin Dalam Gg. Sip Si Sha Thon, RT 27/05 Kelurahan Sedau",,S29,,Selatan (South)
CETIYA SAM CHIN KIUNG,三清宮(鹽町肚),San Qing Gong (Yan Ting Du),KALIASIN DALAM,0.8480555555555556,108.94500000000001,"Jl. Kaliasin Dalam Gg. Cetya, RT 28/05 Kelurahan Sedau",,S30,,Selatan (South)
CETIYA FUK HIN THONG,福興堂(鹽町肚),Fu Xing Tang (Yan Ting Du),KALIASIN DALAM,0.8416666666666667,108.95166666666667,"Jl. Kaliasin Dalam, RT 29/05 Kelurahan Sedau",,S31,,Selatan (South)
CETIYA HIAN BONG MIAU,玄黄廟(鹽町肚-港尾),Xian Huang Miao (Yan Ting Du-Gang Wei),KONGMUI - KALIASIN DALAM,0.8377777777777778,108.95333333333333,"Jl. Kong Mui Kaliasin Dalam Gg. CHJ, RT 29/05 Kelurahan Sedau",,S32,,Selatan (South)
CETIYA KHIAN NYIAN KIUNG,乾元宮(鹽町肚-港尾),Qian Yuan Gong (Yan Ting Du-Gang Wei),KONGMUI - KALIASIN DALAM,0.8327777777777777,108.95055555555555,"Jl. Kong Mui Kaliasin Dalam, RT 29/05 Kelurahan Sedau",,S33,,Selatan (South)
VIHARA KON TI KIUNG,關帝宮(鹽町肚-港尾),Guan Di Gong (Yan Ting Du-Gang Wei),KONGMUI - KALIASIN DALAM,0.8280555555555555,108.94805555555556,"Jl. Kong Mui Kaliasin Dalam, RT 29/05 Kelurahan Sedau",,S34,,Selatan (South)
CETIYA TRIDHARMA BUMI RAYA KONG MUI,福德宮/大伯公(鹽町肚-港尾),Fu De Gong / Da Bo Gong (Yan Ting Du-Gang Wei),KONGMUI - KALIASIN DALAM,0.8211111111111111,108.94055555555556,"Jl. Kong Mui Kaliasin Dalam, RT 29/05 Kelurahan Sedau",,S35,,Selatan (South)
CETIYA FUK TET KIUNG,福德宮(茅屋肚),Fu De Gong (Mao Wu Du),PADANG PASIR (MIONG BUK TU),0.8702777777777778,108.95222222222222,"Jl. Budi Agung (Saliung) Kelurahan Sedau, Pemakaman Abadi Miong Buk Tu",,S36,,Selatan (South)
CETIYA THAI PAK KUNG KUNG,大伯公壇(茅屋肚),Da Bo Gong Tan (Mao Wu Du),PADANG PASIR (MIONG BUK TU),0.8694444444444445,108.95027777777779,"Jl. Budi Agung (Saliung) Gg. Ciu Long, RT 18/04 Kelurahan Sedau",,S37,,Selatan (South)
CETIYA PO ON THAN,保安壇(茅屋肚),Bao An Tan (Mao Wu Du),PADANG PASIR (MIONG BUK TU),0.8736111111111111,108.95027777777779,"Jl. Budi Agung (Saliung), RT 18/04 Kelurahan Sedau",,S38,,Selatan (South)
CETIYA PO SAN LO MU,寳山老母壇(茅屋肚),Bao Shan Lao Mu Tan (Mao Wu Du),PADANG PASIR (MIONG BUK TU),0.8686111111111111,108.95222222222222,"Jl. Budi Agung (Saliung), RT 18/04 Kelurahan Sedau",,S39,,Selatan (South)
VIHARA THIAN HEU KIUNG / CHIAP THIAN KIUNG,天后宮/協天宮(沙壟),Tian Hou Gong / Xie Tian Gong (Sha Long),PADANG PASIR (SALIUNG),0.8775000000000001,108.94972222222222,"Jl. Raya Padang Pasir (Saliung), RT 17/04 Kelurahan Sedau",,S40,,Selatan (South)
VIHARA TRIDHARMA SETYA BUMI RAYA,大伯公公廟(沙壟),Da Bo Gong Gong Miao (Sha Long),PADANG PASIR (SALIUNG),0.8783333333333334,108.95083333333334,"Jl. Raya Padang Pasir (Saliung), RT 17/04 Kelurahan Sedau",,S41,,Selatan (South)
VIHARA KHIAN TET KIUNG,乾德宮(沙壟),Qian De Gong (Sha Long),PADANG PASIR (SALIUNG),0.8883333333333333,108.95944444444444,"Jl. Raya Padang Pasir (Saliung), RT 08/02 Kelurahan Sedau",,S42,,Selatan (South)
VIHARA THAI PAK KUNG,大伯公廟(沙壟),Da Bo Gong Miao (Sha Long_,PADANG PASIR (SALIUNG),0.8844444444444444,108.95583333333333,"Jl. Raya Padang Pasir (Saliung), RT 10/02 Kelurahan Sedau",,S43,,Selatan (South)
CETIYA THI CU PAK KUNG,地主公壇(沙壟-監獄),Di Zhu Bo Gong Tan (Sha Long-Jian Yu),(LEMBAGA PEMASYARAKATAN),0.8833333333333333,108.95666666666666,"Jl. Raya Padang Pasir (Saliung), RT 10/02 Kelurahan Sedau",,S44,,Selatan (South)
VIHARA DHARMA BUDDHA MAITREYA,彌勒大道仁中佛堂(沙壟),Mi Le Da Dao Ren Zhong Fo Tang (Sha Long),PADANG PASIR (SALIUNG),0.8844444444444444,108.95444444444445,"Jl. Raya Padang Pasir (Saliung), RT 10/02 Kelurahan Sedau",,S45,,Selatan (South)
VIHARA THI CU KUNG (KIM LIUNG PAK KUNG),地主公廟/金龍伯公(沙壟),Di Zhu Gong Miao / Jin Long Bo Bong (Sha Long),PADANG PASIR (SALIUNG),0.8805555555555555,108.95444444444445,"Jl. Laksitarda (Saliung), RT 16/04 Kelurahan Sedau",,S46,,Selatan (South)
VIHARA FA NGOK KIUNG,華嶽宮(沙壟),Hue Yue Gong (Sha Long),PADANG PASIR (SALIUNG),0.8775000000000001,108.95611111111111,"Jl. Laksitarda (Saliung), RT 16/04 Kelurahan Sedau",,S47,,Selatan (South)
VIHARA CAKRAWALA DHARMA SINGKAWANG,誠德佛堂(沙壟),Cheng De Fo Tang (Sha Long),PADANG PASIR (SALIUNG),0.8816666666666667,108.95416666666667,"Jl. Latsitarda (Saliung), RT 16/04 Kelurahan Sedau",,S48,,Selatan (South)
VIHARA KHOI SAN THI CU PAK KUNG,開山地主大伯公廟(高杯山),Kai Shan Di Zhu Da Bo Gong Miao (Gao Bei Shan),KOPISAN,0.8672222222222222,108.96305555555556,"Jl. Tanjung Batu Dalam, RT 14/03 Kelurahan Sedau",,S49,,Selatan (South)
CETIYA FAB THO CIN NYIN,法道真人壇(高杯山),Fa Dao Zhen Ren Tan (Gao Bei Shan),KOPISAN,0.8669444444444445,108.9625,"Jl. Tanjung Batu Dalam, RT 14/03 Kelurahan Sedau",,S50,,Selatan (South)
CETIYA KIU THIAN HIAN NG CUN SHIN,九天玄女尊神壇(高杯山),Jiu Tian Xian Nu Zun Shen Tan (Gao Bei Shan),KOPISAN,0.8627777777777778,108.96833333333333,"Jl. Tanjung Batu Dalam (Kopisan), RT 15/03 Kelurahan Sedau",,S51,,Selatan (South)
CETIYA JIN FUK KUI THONG,引福歸堂(高杯山),Yin Fu Gui Tang (Gao Bei Shan),KOPISAN,0.8627777777777778,108.97,"Jl. Tanjung Batu Dalam (Kopisan) Gg. Bugis, RT 15/03 Kelurahan Sedau",,S52,,Selatan (South)
VIHARA BUMI RAYA THAI PAK KUNG,大伯公廟(高杯山),Da Bo Gong Miao (Gao Bei Shan),KOPISAN,0.8730555555555556,108.96611111111112,"Jl. Tanjung Batu Dalam, RT 11/03 Kelurahan Sedau",,S53,,Selatan (South)
VIHARA CUNG NGO THONG,忠峩堂(高杯山),Zhong E Tang (Gao Bei Shan),KOPISAN,0.8738888888888889,108.96583333333334,"Jl. Tanjung Batu Dalam (Kopisan), RT 11/03 Kelurahan Sedau",,S54,,Selatan (South)
CETIYA THAI PAK KUNG KUNG,大伯公公壇(高杯山),Da Bo Gong Gong Tan (Gao Bei Shan),KOPISAN,0.8766666666666667,108.97444444444444,"Jl. Suka Ramai (Kopisan), RT 12/03 Kelurahan Sedau",,S55,,Selatan (South)
CETIYA KHOI SAN THI CU PAK KUNG,開山地主大伯公壇(高杯山),Kai Shan Di Zhu Da Bo Gong Miao (Gao Bei Shan),KOPISAN,0.8727777777777778,108.96916666666667,"Jl. Suka Maju (Kopisan), RT 12/03 Kelurahan Sedau",,S56,,Selatan (South)
VIHARA FAB LIN KIUNG,法靈宮(高杯山),Fa Ling Gong (Gao Bei Shan),KOPISAN,0.8830555555555556,108.96472222222222,"Jl. Tanjung Batu Dalam (Kopisan), RT 04/01 Kelurahan Sedau",,S57,,Selatan (South)
CETIYA LU SAN PAK KUNG,廬山廟(高杯山),Lu Shan Miao (Gao Bei Shan),KOPISAN,0.885,108.9588888888889,"Jl. Sosial Gg. Sosial 4, RT 03/01 Kelurahan Sedau",,S58,,Selatan (South)
CETIYA FA NGOK KIUNG,華嶽宮(高杯山),Hua Yue Gong (Gao Bei Shan),KOPISAN,0.8833333333333333,108.96027777777778,"Jl. Sosial Gg. Sosial 4, RT 03/01 Kelurahan Sedau",,S59,,Selatan (South)
VIHARA KUANG YAO FO DANG,廣耀佛堂(高杯山),Guang Yao Fo Tang (Gao Bei Shan),KOPISAN,0.8861111111111111,108.96055555555556,"Jl. Sosial Gg. Sosial 4, RT 03/01 Kelurahan Sedau",,S60,,Selatan (South)
VIHARA CHIANG SAN MIAU,青山廟(高杯山),Qing Shan Miao (Gao Bei Shan),KOPISAN,0.8858333333333333,108.95972222222223,"Jl. Sosial Gg. Sosial 3, RT 03/01 Kelurahan Sedau",,S61,,Selatan (South)
