UID,altar_Name,address,village,gps_lat,gps_lon,region,num_photos,photo_ref,pantak
WM7, SAM CHIN KAU CU ," Jl. Hermansyah Gg. Dwi Tunggal Blok A  No. 30F, RT 35",Melayu,0.9099527777777778,108.98121944444445,West,,182, N 
WM8, CHE THIAN THAI SHIN ," Jl. Hermansyah Gg. Dwi Tunggal Blok A  No. 102, RT 33",Melayu,0.9100805555555556,108.98270277777777,West,,181, N 
WM9, SHI NGOK FAB THAN ," Jl. Hermansyah Gg. Dwi Tunggal Blok A  No. 30A, RT 33",Melayu,0.9101333333333333,108.98372777777777,West,,165, N 
WM10, NG HANG SEN KIUN ," Jl. Hermansyah Gg. Dwi Tunggal Blok A  No. 5, RT 33",Melayu,0.9107916666666667,108.98404444444445,West,,174, N 
WM11, DATUK BRAMA ," Jl. Hermansyah Gg. Dwi Tunggal Blok B  No. 57, RT 33",Melayu,0.9097722222222222,108.98330555555556,West,,162, N 
WM12, PHAK JIE NYIONG ," Jl. Hermansyah Gg. Dwi Tunggal Blok B  No. 76, RT 33",Melayu,0.9097611111111111,108.98339166666666,West,,163, N 
WM13, DATUK RAJIRO ," Jl. Hermansyah Gg. Dwi Tunggal Blok B  No. 53, RT 33",Melayu,0.9098416666666667,108.9833111111111,West,,164, N 
WM14, PHAK HOK SIAN SHI ," Jl. Hermansyah Gg. Dwi Tunggal Blok C  No. 158, RT 33",Melayu,0.910825,108.98190833333334,West,,177, N 
WM15, LU SAN PAK KUNG ," Jl. Hermansyah Gg. Dwi Tunggal Blok C  No. 128, RT 33",Melayu,0.9105416666666667,108.98254166666666,West,,175, N 
WM16, SAK BONG CHIAN SOI ," Jl. Hermansyah Gg. Dwi Tunggal Blok C  No. 132, RT 33",Melayu,0.9105833333333333,108.98245,West,,176, N 
WM17, PHAK HOK SIAN SHI ," Jl. Hermansyah Gg. Dwi Tunggal Blok C  No. 158, RT 33",Melayu,0.910825,108.98190833333334,West,,177, N 
WM18, CHIT SHI CU ," Jl. Hermansyah Gg. Dwi Tunggal Blok D  No. 258, RT 33",Melayu,0.9117000000000001,108.98348055555556,West,,167, N 
WM19, PHAK HOK SIAN SHI ," Jl. Hermansyah Gg. Dwi Tunggal Blok D  No. 25D, RT 33",Melayu,0.9115277777777778,108.98327222222223,West,,166, N 
WM20, PHU AM CU SHI ," Jl. Hermansyah Gg. Dwi Tunggal Blok D  No. 252, RT 33",Melayu,0.9114833333333333,108.98341388888889,West,,284, N 
WM21, BONG PAK KUNG ," Jl. Hermansyah Gg. Ampera, Kel. Melayu  No. 16, RT 30",Melayu,0.9099333333333334,108.98563888888889,West,,171, N 
WM22, CHIN PAK KUNG KUNG ," Jl. Hermansyah Gg. Ampera, Kel. Melayu  No. 8, RT 30",Melayu,0.9098361111111112,108.98565555555555,West,,170, N 
WM23, KIM PO THUNG CI ," Jl. Hermansyah Gg. Ampera, Kel. Melayu  No. 19, RT 30",Melayu,0.9096916666666667,108.98551944444445,West,,172, N 
WM24, NAM SAM MIAN ," Jl. Hermansyah Gg. Ampera, Kel. Melayu  No. 30, RT 30",Melayu,0.9093666666666667,108.98534166666667,West,,173, N 
WM25, LUNG SIAN KUNG CI ," Jl. Hermansyah Gg. Dwi Warna, Melayu  No. 135, RT 29",Melayu,0.9118972222222222,108.98371388888889,West,,168, N 
WM26, LO CU THIAN SHI ," Jl. Jalil Tata, Kel. Melayu  No. 23, RT 38",Melayu,0.9084694444444444,108.98607222222222,West,,149, N 
WM27, HET LUI CIONG KIUN ," Jl. Said Harun, Kel. Melayu  No. 35, RT 33",Melayu,0.9091222222222223,108.98629166666667,West,,150, N 
WM28, SAM SAN THAI CI / JELANGKUNG ," Jl. Sindansana, Kel. Melayu  No. 17, RT 44",Melayu,0.9097000000000001,108.98748333333333,West,,151, N 
WM29, LU SAN KIONG SIU CHOI ," Jl. Alianyang, Kel. Melayu  No. 27, RT 23",Melayu,0.9133777777777778,108.98178333333334,West,,192, N 
WM30, SHI PAK KUNG KUNG ," Jl. Alianyang, Kel. Melayu  No. 34, RT 23",Melayu,0.914138888888889,108.98193888888889,West,,193, N 
WM31, CHIT SIAN BONG CUN ," Jl. Alianyang, Kel. Melayu  No. 18, RT 23",Melayu,0.9129444444444444,108.98162777777777,West,,194, N 
WM32, PHAK SI KUNG KUNG ," Jl. Alianyang Gg. Tugino, Kel. Melayu  No. 34, RT 24",Melayu,0.9137305555555556,108.98049166666667,West,,245, N 
WM33, CIU SIAN KUNG KUNG ," Jl. Yos Sudarso, Kel. Melayu  No. 73, RT 20",Melayu,0.9121222222222223,108.98563333333334,West,,279, N 
WM34, BU MIAN CIONG KIUN ," Jl. Yos Sudarso Gg. Parit Ketapang, Melayu  No. 54A, RT 14",Melayu,0.9160277777777778,108.98574166666667,West,,266, N 
WM35, CHIANG SAN PAK KUNG ," Jl. Yos Sudarso Gg. Parit Ketapang, Melayu  No. 88, RT 15",Melayu,0.9171444444444444,108.985625,West,,267, N 
WM36, NA CA SAM THAI CI ," Jl. Yos Sudarso Gg. Parit Ketapang, Melayu  No. 57A, RT 14",Melayu,0.9163027777777778,108.98565277777777,West,,264, N 
WM37, LO FAB SHI KUNG ," Jl. Yos Sudarso Gg. Parit Ketapang, Melayu  No. 44, RT 14",Melayu,0.9156083333333334,108.98489166666667,West,,271, N 
WM38, THO FAB THAN ," Jl. Yos Sudarso Gg. Parit Ketapang, Melayu  No. 12A, RT 12",Melayu,0.9146444444444445,108.98427777777778,West,,272, N 
WM39, KIM SAN PAK KUNG ," Jl. Yos Sudarso Gg. Parit Ketapang, Melayu  No. 31A, RT 13",Melayu,0.9150527777777778,108.9846388888889,West,,273, N 
WM40, PHAK SI KUNG KUNG ," Jl. Yos Sudarso Gg. Parit Ketapang, Melayu  No. 100, RT 10",Melayu,0.9139222222222222,108.98482777777778,West,,274, N 
WM41, NYI HI THAN ," Jl. Yos Sudarso Gg. Parit Ketapang, Melayu  No. 29, RT 7",Melayu,0.9140583333333333,108.98483055555556,West,,275, N 
WM42, LIN SAN THAI CI ," Jl. Yos Sudarso Gg. Nelayan, Kel. Melayu  No. 77, RT 18",Melayu,0.9174972222222222,108.984125,West,,268, N 
WM43, CI KO THAI BONG ," Jl. Yos Sudarso Gg. Nelayan, Kel. Melayu  No. 61, RT 58",Melayu,0.9162777777777777,108.98382777777778,West,,269, N 
WM44, PAK KUNG ," Jl. Yos Sudarso Gg. Nelayan, Kel. Melayu  No. 43, RT 17",Melayu,0.9158833333333334,108.98385277777778,West,,270, N 
WM45, THAI SIAU SEN KIUN ," Jl. Yos Sudarso, Gg. Skw Muda, Melayu  No. 15, RT 20",Melayu,0.9120111111111111,108.98580555555556,West,,280, N 
WM46, THIAN HA THAI CIONG KIUN ," Jl. Yos Sudarso, Gg. Skw Muda, Melayu  No. 21, RT 20",Melayu,0.9116472222222223,108.98530833333334,West,,281, N 
WM47, BONG PAK KUNG KUNG ," Jl. Yos Sudarso, Gg. Skw Muda, Melayu  No. 19, RT 20",Melayu,0.9114416666666667,108.98518333333334,West,,282, N 
WM48, NA CA THAI CI ," Jl. Yos Sudarso Gg. Muksin, Kel. Melayu  No. 4A, RT 22",Melayu,0.9127222222222222,108.98347777777778,West,,180, N 
WM49, LIM PAK KUNG ," Jl. Pembangunan, Kel. Melayu  No. 17A, RT 7",Melayu,0.9137333333333334,108.98617777777778,West,,276, N 
WM50, NG BONG SE SAK ," Jl. Merpati, Kel. Melayu  No. 39, RT 6",Melayu,0.9121583333333334,108.98823888888889,West,,277, N 
WM51, PHAK JIE NYIONG NYIONG ," Jl. Merpati, Kel. Melayu  No. 4, RT 6",Melayu,0.9126666666666667,108.98794166666667,West,,278, N 
WM52, KON SE JIM PHU SAT ," Jl. Merpati, Kel. Melayu  No. 5, RT 6",Melayu,0.9126666666666667,108.98788055555556,West,,283, N 
WM53, SAM CHIN KAU CU ," Jl. Nyiur Gg. Nyiur 1, Kel. Melayu  No. 87, RT 59",Melayu,0.9107055555555555,108.97935,West,,291, N 
WM54, CI KO THAI BONG ," Jl. Niaga (Lantai 2), Kel. Melayu  No. 169, RT 57",Melayu,0.9067722222222222,108.98810277777778,West,,153, N 
WT1, CHAI SEN PAK KUNG ," Jl. Pembangunan Gg. H. Achmal  No. 62, RT 5",Tengah,0.9168555555555555,108.9876388888889,West,,261, N 
WT2, DATUK TANJUNG KEMUNING 369 ," Jl. Yos Sudarso Gg. Parit Ketapang  No. 28, RT 7",Tengah,0.9158972222222223,108.9858888888889,West,,265, N 
WT3, BONG PAK KUNG MIAU ," Jl. Yos Sudarso Gg. Parit Ketapang , RT 5",Tengah,0.9176083333333332,108.98642777777778,West,,262, N 
WT4, FUT FAB SHI KIUN ," Jl. Yos Sudarso Gg. Parit Ketapang , RT 7",Tengah,0.9163444444444445,108.986025,West,,263, N 
WK1, NAM SAK SAK BONG ," Jl. Tani Gg. Bersama, Kel. Kuala  No. 105, RT 3",Kuala,0.91385,108.97784444444444,West,,231, N 
WK2, BUN BU CIONG KIUN ," Jl. Tani Gg. Bersama, Kel. Kuala  No. 66, RT 3",Kuala,0.9145027777777778,108.977575,West,,232, N 
WK3, CHIT SEN SIN NYIONG ," Jl. Tani Gg. Bersama, Kel. Kuala  No. 65, RT 3",Kuala,0.9142833333333333,108.97756111111111,West,,233, N 
WK4, LIM PAK KUNG KUNG ," Jl. Tani Gg. Bersama, Kel. Kuala , RT 3",Kuala,0.9145166666666666,108.97770277777778,West,,234, N 
WK5, FAB CHIN THAN ," Jl. Tani Gg. Bersama, Kel. Kuala  No. 164, RT 6",Kuala,0.9147888888888889,108.97588333333333,West,,235, N 
WK6, BONG LO SIAN SHI ," Jl. Tani Gg. Bersama, Kel. Kuala  No. 157, RT 6",Kuala,0.9151305555555556,108.97511944444445,West,,236, N 
WK7, NA CA SAM THAI CI ," Jl. Tani Gg. Bersama, Kel. Kuala  No. 89, RT 6",Kuala,0.9159416666666667,108.97511666666666,West,,237, N 
WK8, SI THAI KUNG KUNG ," Jl. Tani Gg. Bersama, Kel. Kuala  No. 45, RT 6",Kuala,0.9158833333333334,108.97545833333334,West,,238, N 
WK9, PHAK JIE NYIONG NYIONG ," Jl. Tani Gg. Bersama, Kel. Kuala  No. 159, RT 6",Kuala,0.9149222222222222,108.97536666666667,West,,239, N 
WK10, FA KONG THAI TI ," Jl. Tani Gg. Bersama, Kel. Kuala , RT 6",Kuala,0.9142166666666667,108.97513888888889,West,,240, N 
WK11, NO NAME ," Jl. Tani Gg. Bersama, Kel. Kuala , RT 6",Kuala,0.9142333333333333,108.97509722222222,West,,241, N 
WK12, DATUK IBAN ," Jl. Tani Gg. Seksama 1, Kel. Kuala  No. 137, RT 4",Kuala,0.9080166666666667,108.97551944444444,West,,252, N 
WK13, FUT MU NYIONG NYIONG ," Jl. Tani Gg. Seksama 1, Kel. Kuala  No. 136, RT 4",Kuala,0.9082638888888889,108.97539722222223,West,,253, N 
WK14, BU SAN PAK KUNG ," Jl. Tani Gg. Seksama 2, Kel. Kuala  No. 184, RT 4",Kuala,0.9094083333333334,108.97366111111111,West,,213, N 
WK15, FA SAN LO FU ," Jl. Tani Gg. Seksama 2, Kel. Kuala  No. 14, RT 13",Kuala,0.9104444444444445,108.97184722222222,West,,220, N 
WK16, LU SAN THAI CI ," Jl. Tani Gg. Seksama 2, Kel. Kuala  No. 235, RT 4",Kuala,0.9104027777777778,108.97372222222222,West,,221, N 
WK17, FAB SHI MIAU ," Jl. Tani Gg. Cimahi, Kel. Kuala  No. 21, RT 13",Kuala,0.9114694444444444,108.97324722222223,West,,222, N 
WK18, THIAN SAN KUNG KUNG ," Jl. Tani Gg. Cimahi, Kel. Kuala  No. 232, RT 4",Kuala,0.9113138888888889,108.97413888888889,West,,223, N 
WK19, LI FAB SIAN SHI ," Jl. Tani Gg. Cimahi, Kel. Kuala  No. 233, RT 4",Kuala,0.9111722222222223,108.9737638888889,West,,224, N 
WK20, CIONG KIUN MIAU ," Jl. Kelapa Dua, Kel. Kuala  No. 284H, RT 4",Kuala,0.9119166666666667,108.97452777777778,West,,225, N 
WK21, SAM THIAN THAI BONG ," Jl. Kelapa Dua, Kel. Kuala  No. 1, RT 13",Kuala,0.9168333333333333,108.9670388888889,West,,226, N 
WK22, CI KO THAI BONG ," Jl. Nagasari Gg. Panca Bakti Dalam, Kuala  No. 60, RT 4",Kuala,0.9091138888888889,108.97730277777778,West,,256, N 
WK23, THIAN FAB MIAU THONG ," Jl. Nagasari Gg. Panca Bakti Dalam, Kuala  No. 166, RT 4",Kuala,0.9084083333333334,108.97708888888889,West,,257, N 
WK24, THAI SONG LO KIUN ," Jl. Nagasari Gg. Panca Bakti Dalam, Kuala  No. 149, RT 4",Kuala,0.9083833333333333,108.97691944444445,West,,258, N 
WK25, CHAU KONG NYIAN SAI ," Jl. Nyiur Gg. Nyiur 3, Kel. Kuala  No. 135, RT 2",Kuala,0.9112361111111111,108.9786388888889,West,,287, N 
WK26, KONG FUK THAN ," Jl. Nyiur Gg. Nyiur 3, Kel. Kuala  No. D9, RT 2",Kuala,0.9119166666666667,108.97773333333333,West,,288, N 
WK27, LU SAN PAK KUNG ," Jl. Nyiur Gg. Nyiur 3, Kel. Kuala  No. D4, RT 2",Kuala,0.9116666666666667,108.97771666666667,West,,289, N 
WK28, SHI THO THAN ," Jl. Nyiur Gg. Nyiur 4, Kel. Kuala , RT 2",Kuala,0.9111694444444445,108.97795555555555,West,,290, N 
WK29, LIM SAN PAK KUNG ," Jl. Alianyang Gg. Duta Mas, Kel. Kuala  No. 392, RT 2",Kuala,0.9131555555555556,108.97891944444444,West,,246, N 
WK30, PHAK JIE CIONG KIUN ," Jl. Alianyang Gg. Duta Mas, Kel. Kuala  No. 390, RT 2",Kuala,0.9131111111111111,108.97895555555556,West,,247, N 
WK31, SHI THIAN FUT FAB ," Jl. Tani Gg. Famili, Kel. Kuala  No. 106, RT 4",Kuala,0.9092083333333334,108.97628611111111,West,,254, Y 
WK32, PHAK LIAN SHI KUNG ," Jl. Tani Gg. Famili, Kel. Kuala  No. 107, RT 4",Kuala,0.9094805555555556,108.97637777777778,West,,255, N 
WK33, NAM SAN LIUK CIONG ," Jl. Tani, Kel. Kuala  No. 47, RT 3",Kuala,0.9144416666666667,108.9783861111111,West,,230, N 
WK34, PHAK LIAN SHI KUNG ," Jl. Tani, Kel. Kuala  No. 116, RT 3",Kuala,0.9128861111111112,108.97748611111112,West,,242, N 
WK35, LI SAN BU CIONG ," Jl. Tani, Kel. Kuala  No. 60, RT 2",Kuala,0.9136111111111112,108.97815,West,,243, N 
WK36, LIM SAN PAK KUNG ," Jl. Tani, Kel. Kuala  No. 83, RT 2",Kuala,0.9118722222222222,108.97705555555555,West,,260, N 
WK37, LO FAB SHI KUNG ," Jl. Yos Sudarso, Kel. Kuala  No. 30, RT 2",Kuala,0.9156638888888889,108.97955555555556,West,,244, N 
WK38, PHAK LIAN SHI KUNG ," Jl. Yos Sudarso Gg. Kelapa Mas, Kuala  No. 69D, RT 1",Kuala,0.9171805555555556,108.97791944444445,West,,227, N 
WK39, FAB LIN KUNG KUNG ," Jl. Yos Sudarso Gg. Kelapa Mas, Kuala , RT 1",Kuala,0.9197944444444444,108.97908333333334,West,,228, N 
WK40, THAI PAK KUNG KUNG ," Jl. Yos Sudarso Gg. Kelapa Mas, Kuala , RT 1",Kuala,0.9198527777777777,108.97914444444444,West,,229, N 
